record_id,redcap_survey_identifier,language_survey_timestamp,language_survey_complete,survey_questions_timestamp,age,gender,gender_other,race_culture___1,race_culture___2,race_culture___3,race_culture___4,race_culture___5,race_culture___6,race_culture___8,race_culture___9,race_culture___11,race_culture___13,race_culture___14,race_culture___15,race_culture___16,race_culture___999,race_culture___17,race_culture___18,race_culture_other,med_year,med_year_other,children,specialty,specialty_reason,specialty_change,discouragement,discouragement_reason,family_compatible,family_concerns_det,workload_det,add_training_det,hours_involved_det,stress_levels_det,mentor_barrier,family_support,enough_exposure,equal_rep_res,equal_rep_atten,gender_bias_evi,concern_gender_bias,my_mentor_is_a,orthopaedics,general_surgery,ob_gyn,vascular_surgery,urology,ent,plastic_surgery,neurosurgery,cardiac_surgery,are_there_any_other_specif,survey_questions_complete
66,,"2024-03-07 14:51:35",2,"2024-03-07 14:57:22",28,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,4,,0,1,"Personal interest, positive clerkship experiences, research opportunities",,1,"Discouraging comments based on difficulty with family planning as a surgeon, ""male dominated environment"", long hours, call burden ",4,1,2,1,2,2,1,1,5,2,1,4,2,1,"Male-dominated, hypermasculine culture, have witnessed/experienced inappropriate comments to female trainees  ","Long hours, call culture, strained relationship between attendings and residents ","In house call, call burden","Call burden, traditional hierarchal surgical culture ",Male-dominated,"Highly competitive, long surgeries","Highly competitive, long surgeries","Hours, call burden, expectation to do PhD at some programs","Highly competitive, long surgeries",No,2
67,,"2024-03-07 15:10:57",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68,,"2024-03-12 23:32:05",2,"2024-03-12 23:56:47",26,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,0,0,"Not interested","No, just not interested in surgical field and lifestyle. (answered below questions as if I was intending to pursue surgery but technically not applicable to me)",0,,2,3,4,2,2,4,2,2,5,3,3,4,4,2,"Work culture, lack of attending positions",n/a,"culture, odd hours, long call","hard to get into very small program","call, being a female in a generally male",n/a,"male dominated, competitive","long residency, ?phD","difficult resudency, ?toxic work culture",,2
69,,"2024-03-13 00:59:40",2,"2024-03-13 01:07:02",32,1,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,3,,1,1,"I like the challenge, working with my hands, love the OR, being able to complete and see a problem through",,1," - wont be able to be a good mother   - wont be able to see my family   - cant study as long as others  - need to choose work over family   - dont tell people you have a partner or have kids or it can negatively affect chances of matching   - selfish for pursuing speciality that will take longer and will require more sacrifice from my family ",3,4,4,2,4,2,4,4,2,2,2,5,3,4,"Cliche, requires more ability to fit in and like similar interests and hobbies that I noticed vs knowledge/work ethic ","Male dominated, unhappy environment, long hours","Programs differ, some are cliche, negative/heavy environment ,female dominated ",N/a,"Male dominated ",N/a,N/a,"No life ",N/a,,2
70,,"2024-03-13 01:05:59",2,"2024-03-13 01:42:51",24,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,3,,0,0,"Although I enjoyed my time on surgery, I've enjoyed many aspects of other specialities as well. I'm hoping to pursue a more general speciality that combines both procedure- based aspects with other parts of medicine  ","Not particularly ",0,,4,3,4,2,4,2,3,3,2,2,1,4,4,2,,,,,,,,,,"I think one of the biggest things is exposure early on and throughout clerkship to different surgical specialities. At western, we spend out 4 weeks of Gen surg on the same team, and then have 2 surgical speciality electives. I was quite surprised at how much I enjoyed one of those, and think i may have been more likely to pursue a surgical speciality if I had more time to explore.",2
71,,"2024-03-13 10:14:02",2,"2024-03-13 10:22:22",30,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,3,,1,1,"I like procedural work",,1,"I've had surgeons tell me that it's not the appropriate career for a mother. I've also heard the classic ""if you can imagine yourself doing something else, do that"" ",3,1,4,2,5,2,2,3,4,4,1,4,2,1,"Need for multiple fellowships, poor job market ","Brutal training, longest hours along with NSx for a program, very difficult royal college exam ","Very difficult training program with long hours ",None,None,"Competitive to get into ","Very competitive to get into ","Brutal training, longest # of years (6), poor job market and will likely need to work in the US ","Difficult training, but admittedly don't know much about it ","Rigidity of the system. Other royal college programs have been able to accomodate part time or 80% load for residents. I believe that there is no surgical residency in Canada that has been able to make such accomodation. Having this as an option is important to me as a parent in case childcare falls through or my kids start struggling. ",2
72,,"2024-03-13 11:51:11",2,"2024-03-13 11:58:43",34,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3,,1,0,"I am not that interested in surgery and the lifestyle doesn't really match with my goals and family needs. ","I found a lot of my surgery rotations to be fairly toxic and felt much more comfortable in medical rotations. The culture and lifestyle did not seem that conducive to having a family. ",1,"I have been told numerous times some version of ""if you really love (____ surgical specialty) then do it but if theres absolutely anything else you think you could be happy in then choose that instead. Only do surgery if you love it.""",2,5,4,2,4,4,3,3,4,2,2,4,4,4,"Ortho seems to be an especially male-dominated specialty and the culture seemed particularly toxic (mainly because of attendings) at my institution. "," - lifestyle, stress, hours of work","I was actually very drawn to ob/gyn but in the end just didn't love the surgeries that much. ","No experience with vascular surgery","No experience with urology","No experience with ENT","No experience with plastic surgery but have heard that my institution is very demanding and not that supportive of residents. ","No experience with neurosurgery","No experience with cardiac surgery",,2
73,,"2024-03-13 12:01:09",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,,"2024-03-13 12:05:52",2,"2024-03-13 12:16:37",25,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,4,,0,0,"residents appear to be treated poorly with little regard for their well-being, ignored by preceptors most of the time with little teaching, sent to do scut work rather than core elements of a surgical clerkship, treated like a burden not a learner, long term outlook for work life balance poor","as someone who initially considered surgery but changed their mind directly as a result of my rotations, the biggest things that would need to change are the OR environment being less hostile towards learners (everyone seems annoyed a student is there most of the time, especially when we don't know the minutiae of expectations the surgeon, assist, resident, and scrub nurses have that seem to vary by OR) and preceptors being more excited to teach and value their medical students and residents. ",1,"resident had been scheduled 3 Saturdays in a row and was forced to use their single personal day (aka their only true day off that was not a post call day) to plan and host a resident event. said they were exhausted and burnt out. said they were having trouble making ends meet financially. ",2,3,5,5,5,3,5,2,5,4,2,5,5,4,"not exposed until MS4","poor value for resident wellness, not uncommon for attendings to not learn my name even after being with them every day for a week or two, residents voicing they didn't feel supported ","hostile teaching environment at my site, not uncommon for attendings to not learn my name even after being with them every day for a week or two",,,"extremely toxic work environment with different surgeons fueding against each other at my site and multiple college complaints     mostly stood in OR and ignored for the entire day even if I asked questions as we went",,,,,2
75,,"2024-03-13 12:13:30",2,"2024-03-13 12:18:05",25,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,4,,0,0,"Time committment required compared to other specialities both in residency and beyond, as well as poor work life balance compared to other specialities. ","Likely need to complete a fellowship in order to get a job adds several extra years of difficult training with poor work life balance. Should the job market improve and the need for extra research and fellowships decrease I may have considered surgery more seriously as a specialty choice.",0,,3,4,5,5,4,4,3,3,5,3,2,4,4,4,"Physical strength required.",,"Poor work life balance for entire career due to frequency of overnight shifts/call compared to most specialities (at least at my training location)",,,,,,,,2
76,,"2024-03-13 12:14:54",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
77,,"2024-03-13 12:26:19",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
78,,"2024-03-13 12:30:53",2,"2024-03-13 12:35:17",28,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,,0,0,,"better work-life balance during training making it more flexible for family planning and improved mental health support. I would enjoy a surgical specialty but am nervous that it would change me as a personal going through the training. Not because of the hard work but what i have heard about the training environments. ",1,"Nothing specific but I was pondering a career in ENT and not a single person I discussed this with (medical students, residents) were not excited but worried for me and made sure I understood the risk and was not sure it aligned with my personal values...",2,5,2,,3,5,5,2,1,1,1,4,5,4,,,,,,,,,,,2
79,,"2024-03-13 12:40:08",2,"2024-03-13 12:46:06",25,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,2,,0,1,"Considering OBGYN because I enjoy the medicine and patient population but unsure about pursuing a surgical specialty ",,1," -family members believe it is too difficult and not conducive to a good lifestyle. Specific comments have included ""a woman should not work that hard"" and ""who will take care of your children"". ",3,4,4,2,3,4,3,3,2,3,2,3,3,4," -lack of job availability   "," -difficult residency with very long hours  -unsure if it would be feasible to have children during this residency   -male dominated ",,,,,," -very long training, job availability after training ",,,2
80,,"2024-03-13 12:41:28",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
81,,"2024-03-13 13:07:21",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
82,,"2024-03-13 13:51:14",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
83,,"2024-03-13 14:03:11",2,"2024-03-13 14:08:42",28,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,0,0,"Surgical residency seems very intense and demanding. There are stories of residence not leaving the hospital for days. There seems to be no time for family and personal life, which was a big deterrent for me. ",,0,,1,4,4,4,4,4,2,2,4,1,1,4,4,1,"Minimal female representation in orthopaedics. It's important to have a strong support network in residency, which can be missing if you cannot relate to your co-residents, who are predominantly male.",,,,,,,,,,2
84,,"2024-03-13 14:30:40",2,"2024-03-13 14:35:39",23,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,,0,1,,,1," - told it is a bad lifestyle if I want to become a mother  - bad lifestyle for someone with an existing autoimmune disease   - stressful   - poor job market   - early mornings  - physically taxing   - toxic culture especially in residency ",2,4,4,3,4,2,2,3,2,2,2,1,3,1,"Male dominated ","Poor lifestyle, hard to make time for family ","Poor lifestyle, hard to make time for family ","Poor lifestyle, hard to make time for family ","Poor lifestyle, hard to make time for family  Male dominated ","Male dominated ","Male dominated ","Poor lifestyle, hard to make time for family   Male dominated ","Poor lifestyle, hard to make time for family   Male dominated ","Lack of diversity in certain subspecialties ",2
85,,"2024-03-13 14:33:34",2,"2024-03-13 14:36:52",24,2,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,3,,0,0,"Like medicine more than surgery","Better residency in terms of work-life balance, prioritizing student wellbeing.",0,,3,1,4,1,4,3,1,1,5,2,1,3,3,4,"Job prospects, residency hours.",,"Culture, residency hours, attending work-life balance",,,,,"Length of training, work-life balance",,,2
86,,"2024-03-13 14:34:41",2,"2024-03-13 14:35:38",30,1,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3,,0,1,,,0,,4,3,4,2,4,4,4,1,4,4,2,2,2,4,,,,,,,,,,,2
87,,"2024-03-13 15:19:07",2,"2024-03-13 15:26:16",25,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,0,1,"interesting mix of cases, like the procedural nature",,1,"Mostly preceptors from other specialties saying the lifestyle will be tough, especially as a female trainee. ",4,4,2,2,4,2,1,1,5,4,1,4,2,2," - hearing stories from female staff about how the 'ortho bro' culture was a deterrent to them  - the physicality of the surgical cases"," - the lifestyle including high caseload, emergent cases overnight"," - the need to be in-house even as staff"," - lack of job opportunities"," - male-dominated, less conducive to family planning","not much besides the competitiveness ","not much besides the competitiveness"," - long training   - lack of wellness support & stories about unhealthy work stress (eg. NSx resident suicide at my school)"," -long training  - poor lifestyle  - lack of job opportunities  - 'old boy's club'"," - the ubiquity of pursuing fellowships in the US to be competitive for urban jobs - and I really don't want to live in the US, even for a short while",2
88,,"2024-03-13 15:47:27",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
89,,"2024-03-13 15:47:48",2,"2024-03-13 15:51:46",24,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3,,0,0,"Long hours and difficulty balancing lifestyle. Toxic culture. ","More flexible career, less intense and toxic culture.",1,"""If you can imagine yourself being happy any specialty that's not surgery, choose that over surgery""",3,2,4,3,5,4,4,1,2,1,1,4,4,4,"Bro culture. Long hours. ","Long hours, tough lifestyle ","Call shifts and long hours make it difficult to sustain a career over a lifetime. ","High intensity/ stressful",,,,,,,2
90,,"2024-03-13 16:06:26",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91,,"2024-03-13 16:37:16",2,"2024-03-13 16:41:08",27,5,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,3,,0,0,"lifestyle, primarily. partially for health reasons as well.","probably not, honestly",1,"""If you can picture yourself doing anything but surgery, don't do surgery""  ""if you like spending less than 100 hours a week in the hospital, don't do surgery""  ""if you value your life, don't do surgery""",2,3,4,5,5,2,4,4,2,2,1,3,3,4,,,,,,,,,,,2
92,,"2024-03-13 17:19:07",2,"2024-03-13 17:27:34",32,1,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,4,,0,0,"Notoriously difficult work-life balance, and many surgeries were tedious to me after seeing them a few times.","Better work-life balance, less toxic cultures, happier residents, more job opportunity, less training required (not just fellowship expectations but expectations for masters or PhD, etc.) ",1,"Told by many surgical staff and residents to only do surgery if you could not ""live without cutting people"" or see yourself doing another specialty. Told to pursue anesthesiology if you enjoy being in an OR. ",3,4,5,4,4,4,4,2,5,2,2,5,4,2,"Unsure, haven't thought about it much, but probably  bias. ","Requirements for ++ training after/during residency. ","Work-life balance issues that persist behind residency, fears of being sued, poor outcomes ","Unsure ","Unsure ","Unsure ","Unsure ","Toxic culture, insane workload ","Unsure ","Already stated ",2
93,,"2024-03-13 20:00:09",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
94,,"2024-03-13 21:38:35",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
95,,"2024-03-13 22:01:52",2,"2024-03-13 22:11:45",23,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2,,0,1,"The ability to follow patients into the most acute scenarios",,1,"From many surgical residents - essentially convey that it takes over your entire life and leaves very little behind. ",2,4,4,2,4,4,4,1,2,3,1,5,2,1,"Culture from staff ","Breadth of scope requiring an incredible amount of training in order to be skilled. ","Toxic and unsupportive culture. ","No program in Edmonton ",,,"Highly competitive - need to commit to it early",,,"The biggest thing is the need to practice & train so much in order to be a competent staff that most people end up making significant sacrifices in their personal life. ",2
96,,"2024-03-13 22:08:25",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
97,,"2024-03-13 22:49:58",2,"2024-03-13 22:58:35",,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2,,0,0,"The lifestyle is not for me. The hours and amount of time on call plus the really horrible stories I hear about surgical specialties. I also do not like the personalities it tends to attract as I find it's a very competitive and cut-throat environment which I am not interested in ","Better hours, better residency treatment, more focus on patient education and better interpersonal environment (especially as a learner)",1,"It was described to me from a few people that it was not a place for someone who isn't extremely tough and that you just have to accept that you will hate life for 5 to 10 years in residency/fellowship and that you will be getting verbally abused by preceptors throughout (even in clerkship) ",1,5,5,5,5,4,2,3,5,1,1,5,5,1,"It's a men's club. I have heard there are very few women in the specialty and I am not interested in having to constantly fight to be given the same opportunities as my male colleagues constantly","I have seen quite a few female surgeons in gen surg but I don't think any surg specialty is conducive to a good quality of life, especially if I want to have kids ","I have heard it's an extremely toxic environment for women residents to have children (ironically)","All of the vascular surgeons I have met have been men. One of which told our group full of women we would probably become family doctors but singled out our one male colleague as a potential surgeon ","I have heard it mostly men in the field and I have heard similar things to ortho about it ",,"For gunners ","Crazy amount of training years and horrible lifestyle ","Too many years of training ","I would be very worried that if I developed arthritis/ issues like that (which will happen with age) I won't be able to do the job I tried 20 years to do. It's too high risk for me",2
98,,"2024-03-13 22:54:25",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
99,,"2024-03-13 23:33:57",2,"2024-03-13 23:41:48",25,1,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,2,,0,1,"Love the idea of procedures and working with my hands. ",,1,"Being discouraged due to the lifestyle. Wanting to enjoy my life and spend time with family/friends. Other physicians I know personally said not to pursue surgery unless it's the only thing I can see myself doing. ",2,4,5,2,4,2,2,2,3,3,1,4,4,2,"Strength/stature/culture ","Hours, workload, lack of female attendings, culture of ""living at the hospital""","Call schedule ",,"Male patients ",,,,"Culture and lifestyle",,2
100,,"2024-03-13 23:41:51",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
101,,"2024-03-13 23:47:13",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
102,,"2024-03-14 00:28:56",2,"2024-03-14 00:33:37",28,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,1,"Enjoy hands on work",,1,"Specifically interested in orthopedic surgery. Was told I was ""too small"" for ortho. ",4,2,2,2,2,2,2,2,4,2,2,5,4,2,"Size/strength as the main barrier. Stigma against women in ortho. Still the most underrepresented field for women. ","Stigma against females- although this appears to be improving. ","As a female I feel this is widely accepted. From a male perspective, I could see patient barriers to wanting a male OBGYN. ",Unsure,"In previous rotations have noticed that most male patients do not prefer a female to perform sensitive exams. ",Unsure,"Unsure ","Have only met male mentors in this field before. ",Unsure,Nil,2
103,,"2024-03-14 00:35:35",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
104,,"2024-03-14 00:46:45",2,"2024-03-14 00:51:05",23,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2,,0,0,"The training is too long. I wouldn't wang that lifestyle. I am more interested in the medicine and connecting with people. ","the culture and the teaching environment improving ",0,,2,4,4,5,4,4,4,4,4,1,1,4,5,2,"The culture of orthopaedic surgery, lack of female representation ","Gender discrimination, family planning issues","The environment of OB/GYN feels toxic as a medical student observing the interactions of the team","Lack of spots ","'Mentor' in urology makes me feel discouraged about the specialty ",N/a,N/a,"Competitiveness and God complex ","Competitiveness and environment and extent of training ",,2
105,,"2024-03-14 01:00:42",2,"2024-03-14 01:08:21",25,2,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2,,0,0,"Poor job prospects, long training path taking into account fellowships","Improved job market",1,"Advised of the long residency hours and difficulty finding a job in major cities upon graduation",3,3,4,5,3,1,1,1,3,4,2,1,1,4,None,None,"Feel disadvantaged as a male applicant","Very small residency, feel it would be difficult to get into having not been gunning from it early on","Popular as a lifestyle surgical specialty. It may be difficult to get into having not been gunning from it early on.","Popular as a lifestyle surgical specialty. It may be difficult to get into having not been gunning from it early on.","Popular as a lifestyle surgical specialty. It may be difficult to get into having not been gunning from it early on.",None,None,"Haven't enjoyed being in the OR.     Concerned it may be hard to have a family in surgery given long length of training with long hours and possible need to uproot for job prospects. ",2
106,,"2024-03-14 01:56:48",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
107,,"2024-03-14 02:57:34",2,"2024-03-14 03:00:41",23,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,0,0,"Quality of life and future plans","Better work hours, and despite being really interested in the procedures and theory behind it, I find standing up and having procedures get drawn out for a long time to be kind of boring. ",0,,3,1,4,5,3,3,1,1,4,4,2,1,1,1,,"Very long hours and calls ","I feel like men are kind of discouraged to do this ",,,,,"Too much stress and long surgeries ",,,2
108,,"2024-03-14 08:35:37",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
109,,"2024-03-14 09:19:53",2,"2024-03-14 09:23:08",,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3,,0,0,"Considered it but the deciding factor was how much I wanted all my work to be with my hands.",No.,0,,3,3,3,3,4,3,3,2,4,3,2,4,3,4,"Male dominated ","Post call day culture ",NA,NA,NA,NA,NA,NA,"Male dominated ",No,2
110,,"2024-03-14 09:48:20",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
111,,"2024-03-14 14:29:52",2,"2024-03-14 14:33:10",25,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,0,0,"bad worklife balance ","better work life balance, more inclusive for women",0,,1,5,5,5,5,5,5,1,1,1,1,5,5,2,"sounds to macho and most people are buff/sporty","bad work life balance, everyone hates themselves ","people are mean and they have horrible work life balance ","bad work life balance ","good worklife balance, but do not want to deal with this kind of work ","competitive ","competitive, vain ","bad work life balance ","extremely sexist, like cardiology you will have patients who sexually harass you most likely, and colleagues are sexist ","sexism  lack of female colleagues  horrible work life balance ",2
112,,"2024-03-14 14:45:15",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
113,,"2024-03-14 16:27:21",2,"2024-03-14 16:32:51",25,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,0,0,"Did not enjoy surgical environment, long training hours and hope to match closer to family i.e. competitive","Less strenuous residency, not having to be on call for rest of life, desire for good work-life balance, not comfortable with alternatives to childcare practices seen commonly among surgical attendings",0,,3,2,4,5,5,3,2,4,4,2,1,4,4,2,"Boys club","Long hours","Unsupportive OR environment",Toxic,"Boys club","Highly competitive","Highly competitive","Highly competitive, poor work life balance, intense personalities","Highly competitive",,2
114,,"2024-03-14 17:22:58",2,"2024-03-14 17:39:09",23,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,,0,0,"I do want to have a family and I think family medicine seems to have a much better work life balance than most of the surgical specialties. Residency also seems pretty terrible in the surgical specialties.","Better work life balance, especially in residency. ",0,,2,5,5,4,4,3,2,2,2,3,2,3,2,4,"This is one that I do feel is heavily male dominated. The long residency and fellowship is also a deterrent. ","How competitive it is to get into, and also the lifestyle during residency seems like a barrier. ","I've heard that a lot of OB/GYN surgeons are quite rude and grumpy and I'm a bit afraid that residency/the OB/GYN lifestyle is what made them grumpy and detached from their patients. ",N/A,N/A,N/A,"Extremely competitive to get into.","Long training and work days.",N/A,"I want to have a longitudinal relationship with my patients and help them work on their health as a whole and I fee like the surgical specialties are quite detached from their patients.",2
115,,"2024-03-14 19:09:15",2,"2024-03-14 19:23:05",,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"North African Indigenous",999,,0,0,"I dreamed of becoming a urologist but got rejected twice in a row.","Accessibility to residency programs, especially for low income / 1st generation medical students.",1,"""You need a plug to get in""  ""You will burn out"" ",2,4,2,3,3,2,5,2,1,2,1,5,4,1,,,,,"Lack of ethnic representation among mentors.  Gender bias specific to urology favors women a bit more nowadays because of historical lack of representation, which is great for increasing diversity but is to the detriment of male candidates.   very little room in residency programs.",,,,,"Necessity of having a history of ""gunning"" for surgery; meaning having mentors very early on, and being exposed prior to clerkship (usually seen in people who are not 1st gen medical students). no room for late bloomers",2
116,,"2024-03-14 22:44:16",2,"2024-03-14 22:48:57",29,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3,,0,0,"Lenght training/need fellowship, poor job market ortho, brutal hours residency","More community programs, more personal life conciliation",0,,2,4,5,5,4,3,4,4,5,2,2,4,2,4,"Poor job market","Lots of call","Harsh personality of coworkers, 24 hour calls no post call day as staff",N/a,"Male dominated, poor knowledge of female oriented practice",N/a,Competitiveness,"Long training","Very long training","Wanting to have time with children while having them during residency because of older age",2
117,,"2024-03-14 22:44:51",2,"2024-03-14 22:49:49",25,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,4,,0,1,"I love procedures and the tangible impact you make on patient's lives. Can't see myself doing anything else. ",,1,"I was told by a female surgeon in the subspecialty I ended up applying to not to do it and that if she could do it again, she would have done pathology. She's the only one who told me not to do surgery, and the only female surgeon in that subspecialty at my clerkship site. I didn't let it deter me however. I still applied to otolaryngology. ",4,2,2,2,2,2,2,2,5,3,1,5,2,1,"I was told by a male ortho attending that my hands were too small to be an orthopedic surgeon. I wear size 6 gloves and am 5 feet tall. I told the site rotation lead who was a female ortho surgeon and she reassured me if I wanted to do it I could, but I didn't feel like I belonged. ",,,,,,,,,"No. I have seen the women who have broken the proverbial glass ceiling and have accomplished the goals I have for myself. I know it's not easy but I want to be a surgeon and know the road will be challenging but that doesn't change that I truly feel this is my purpose and calling.",2
118,,"2024-03-14 22:45:38",2,"2024-03-14 22:51:47",28,1,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,4,,0,0,"I didn't like the OR. I like having control over my schedule.","The residency is really intimidating. ",1,"I think it's common for people to say ""if you can picture yourself doing anything else, do that""",2,5,5,2,4,3,2,2,4,3,2,4,4,2,"Boys club","I've heard stories of gen surg programs being unsupported of female residents during pregnancy. ","I've never felt so disregarded as on this rotation. I would be in a conversation and was expected to just pretend I didn't exist.","no interest in this","no interest in this","no interest in this","no interest in this","no interest in this","There were no female attendings with kids.","I remember going to a career panel in 1st year medical school and the topic of families came up. All of the female surgeons told stories about how difficult it was and how unsupported they felt by their residency program. One told the story of attendings joking that she didn't know how to use birth control. As an older female medical student who would like to have children this was a huge deterrent to me. ",2
119,,"2024-03-14 23:03:00",2,"2024-03-14 23:04:44",29,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,3,,0,1,,,1,,2,5,3,2,4,4,4,2,3,3,1,5,4,1,,,,,,,,,,,2
120,,"2024-03-14 23:12:06",2,"2024-03-14 23:18:49",25,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,0,1,"Interested in ability to make a direct impact, enjoy working with my hands",,1,"Told to pursue a specialty where I would have more time to raise children",4,3,2,1,2,2,2,1,5,1,1,5,4,2,"""Boys club"" culture within the specialty ","""Boys club"" culture within the specialty ","High stress, busy call, did not personally enjoy the pathologies, automatic assumption that a female student interested in surgery=an OBGYN ",,"Patients reluctance to be seen by female surgeons",,,"Long hours/call not conducive to family/life outside the hospital ","Long hours/call not conducive to family/life outside the hospital ",,2
121,,"2024-03-14 23:18:25",2,"2024-03-14 23:25:11",26,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,0,1,"Interested in the operative aspect and variety. Enjoy the bread and butter of general surgery.",,1,"Told to reconsider because its hard to start a family on one instance. Otherwise, i was usually highly encouraged. ",2,2,2,2,2,2,4,2,4,4,1,4,2,2,"Male dominated specialty creates barriers for mentorship and for forming connections that allow for career advancement and opportunities.","Long training requiring msot to pursue research and fellowship. Rigorous training making it tough to take time off for fertility/family planning.","Bad culture. Female dominated but oddly a very judgmental culture. ","Male dominated","Male dominated ","I do Not have enough exposure ","I do Not have enough exposure ","I do Not have enough exposure ","I do Not have enough exposure ","Fear of intimidation from male attendings ",2
